City_ID,City,Lat,Lng,Max Temp,Humidity,Pressure,Cloudiness,Wind Speed,Country,Date
579,bumba,2.1833,22.4667,72.01,96.0,1013.0,60.0,2.59,CD,1720915790.0
580,naqadeh,36.9553,45.388,71.49,57.0,1003.0,0.0,4.21,IR,1720915791.0
581,minas de marcona,-15.2119,-75.1103,50.74,85.0,1016.0,5.0,12.1,PE,1720915792.0
582,villa gesell,-37.2639,-56.973,42.06,63.0,1031.0,0.0,8.5,AR,1720915794.0
583,kayangel,8.0823,134.7173,81.25,78.0,1009.0,100.0,5.19,PW,1720915795.0
584,payson,40.0444,-111.7321,97.59,20.0,1011.0,0.0,24.16,US,1720915796.0
585,khadan khak,30.7477,67.7085,67.71,72.0,1003.0,0.0,3.78,PK,1720915797.0
586,rabo de peixe,37.8,-25.5833,65.71,99.0,1016.0,20.0,6.91,PT,1720915798.0
587,lubango,-14.9172,13.4925,57.74,22.0,1020.0,48.0,2.8,AO,1720915799.0
588,griffith,41.5284,-87.4237,85.89,82.0,1018.0,40.0,12.66,US,1720915801.0
589,la palma,33.8464,-118.0467,88.7,64.0,1013.0,0.0,11.5,US,1720915802.0
590,teguise,29.0605,-13.564,66.42,78.0,1015.0,20.0,16.11,ES,1720915803.0
591,al wasitah,29.3378,31.2056,84.11,35.0,1007.0,0.0,7.11,EG,1720915630.0
592,enkoping,59.6361,17.0777,60.91,93.0,1006.0,100.0,15.17,SE,1720915806.0
